sample_id,user_post,golden_response,model_response,token_num,loss,ppl
4,yeah I have been procrastinating and taking my sweet time with things since it's online and basically I do things on my own time.,are you taking a lot of courses?,I'm sorry to see that. I know that it can be really hard to have your exams due and you have to make sure you are ready.,9,2.288762834,9.862728301
4,devoting full-time I mean,do you like doing school online better than in person?,I see. so you are working full time?,12,3.026150386,20.61770939
4,Have to finish one at the end of this month and end of next month for the other one,Thats good the more time you have to devote the better!,"that sounds like a good plan, i think you can do it!",14,3.396457127,29.85812888
4,I have done both methods. I definitely prefer in-school studies.,Do you feel it is more stressful online?,I think you should do both methods and I believe it will help you get through this,10,2.708545685,15.0074341
4,no it's just that it's a different avenue. I have done many online courses before even with the pandemic. I think it's because of the pandemic that has made me procrastinating more and being aimless and slow.,Maybe take a hour a day before you start to do something you want to do then you will feel more motivated to get it done after.,I can understand that. I can understand how you feel. I used to do online courses but now I feel like I'm not doing it enough.,29,2.627778941,13.84298964
4,yeah I take breaks in between.,Yea this pandemic has me not as motivated to,I find that the best way to stay motivated is to get out of school and work as much as possible.,12,3.830292066,46.0759935
4,like going out to the movies and coming back with renewed enthusiasm,"Yea i have been missing the gym myself. Now i lookup youtube videos of workouts and do them, and it really helps to get me going in the day.",I can understand that. I remember having to go through a lot of break ups during that pandemic and the same thing happened with my ex.,34,3.428390279,30.82697994
4,"Yea i have been missing the gym myself. Now i lookup youtube videos of workouts and do them, and it really helps to get me going in the day.",Do you ever listen to music while you are trying to get work done? When i do that it tends to help time go faster and i get more done.,I find that I have found that yoga can help me to get motivated and get in the gym.,33,2.660913178,14.30935012
4,"And I know I can pass the courses and on time but just that I am disappointed at my performance and work ethics as I know I have done much better before. So I am missing that sense of urgency, conscientiousness, and maturity.,","maybe find a nice meditation song to help relax you, i find when i am doing something finding a song with no words is better so i am able to concentrate.",Do your professors have any other hobbies or interests?,34,4.22665136,68.48750775
4,"I was also thinking I should have a regular workout routine at home again because I used to work out much more daily, even at home.",It sounds like you are a very smart person and are able to acknowledge when you need to work harder on something. Don't be to hard on yourself this pandemic is affecting everyone,i am sure you will find something to do.,37,3.067754797,21.49359099
4,"Thank you and I do agree with you on the pandemic. But this is a part of my mistake too but I think coming away from our conversation, I am more optimistic now having talked to someone about it.","Yes i would imagine that would help to, i found that before i started working out at home i was beginning to feel lazy and not getting anything done, but that has all changed now.","you are very welcome, you are very optimistic about your future.",39,2.998673072,20.05890254
4,I see. Hopefully your routines are much better and more productive now.,Aww well try not to be to hard on yourself. Set some daily goals and i bet you will be back to feeling normal in no time. I am glad talking has helped!,That's a great idea! I wish you the best of luck and I hope you can find a new hobby soon!,38,3.247397373,25.72330454
4,Yeah you've been more than helpful! Thank you.,"You are welcome, best of luck with all your studies!",You are very welcome. It's good that I could help you out!,13,1.664465684,5.282849785
4,thank you very much. And I hope you best of luck with all your endeavours!,Thank you!,Thanks for talking! Good luck with your studies.,4,1.09464407,2.988118932
5,How ridiculous....,hi i am sorry to hear that,I know how you feel. I have friends like you.,8,2.087745667,8.066709598
5,hi i am sorry to hear that,what are they trying to shame you with?,Is there any way you can help you? I am very sorry to see that you are having trouble.,10,1.651723099,5.215959702
5,what are they trying to shame you with?,what are they trying to shame you with?,I can see why you are trying hard to shame them.,10,0.801502705,2.228887773
5,They are putting me on a guilt trip. My one old friend is the President of a local non-profit.,"well, the donation to charity should be what either you can affort or volunteeer, it all depends on your situation",are you having trouble with your friends? They are trying hard to shame your friends.,25,4.360073547,78.26289024
5,"I am not making much income with the COVID-19, either.",it has to come from the heart and if your circumstances do not allow that then they should not talk badly about you,I understand. It is very difficult to find someone who can help you,24,3.223187447,25.10802325
5,Two different (so-called) friends of mine need to get a life.,shame on them to do that to you,Are you able to get help from your friends?,10,2.813023376,16.66021225
5,shame on them to do that to you,well you might not consider them real friends if that is what they do.,I can tell from their messages that you are very upset with them.,16,3.085641384,21.88149679
5,well you might not consider them real friends if that is what they do.,it is always easier to judge over other people then to validate what anyone self is doing.,"I understand that, but you can always try to find a new friend.",19,4.346622668,77.2172338
5,What should I do about these two (so-called) friends?,definatly not...have you tried explaining your situation to them?,maybe you should talk to them and see if they can help you,16,3.033078671,20.76105074
5,"Things were great, this time last year.",well i know thats something most people do not want to disclose can you help the organization with donating your time?,"I think you should go for a walk, I know you are feeling really down.",23,3.98471003,53.76969561
5,I might be able to do that.,"unfortunatly it is right now very comen this situation, so no shame for that,",i can't go into it because i don't want to give up the money.,22,4.388603904,80.52791577
5,"Well, I used to donate a LOT in year's past.",a lot of times donating time to help organisatiosn is more valuable then money.,I understand your pain and I think you should be proud of your accomplishments.,19,4.698982239,109.8353294
5,Great point.,times and situations change so thats ok.,"okay, i hope you are feeling better soon.",9,3.923297034,50.56689102
5,My friends may like to know that I am trading time....instead of donating money.,i worked for a non profit and the biggest struggle was to find volunteers to help out,That is a great idea! Don't let your friends know that you are not working hard enough and you are just trying to stay positive.,18,3.607064141,36.85768486
5,"Yes, you make a good point.",I feel that is a great donation and if they do not like that tell them money is easy to give time not,Do you have any friends or family you can talk to?,24,4.145196597,63.13003184
5,The proble is that some people just want to shame people without knowing their plight.,"Yeah, true, we need to stay above them then in all actuality we don't know what goes on behind closed doors in their life. sometimes people like that reflect",just ask them to try to make sure they do their best to get the message out.,35,3.960888672,52.50396402
5,"I have pride, too.",BUt it should be what you want not what your 'freinds want.,Yes but it is not something to be ashamed of.,18,4.745875465,115.1085348
5,BUt it should be what you want not what your 'freinds want.,you should be proud of yourself.,Perhaps you could tell them to leave you alone.,8,1.538327575,4.656795612
5,Yeah......,Hopefully next year will bring better things and maybe even a better friend that does not judge into your life.,You should be. You deserve to be proud.,22,3.557648745,35.08061664
5,Not sure how quickly the markets rebound....,well if they do not believe you as well you might really need to rethink your friendships and the meaning in those so called freind ships.,Maybe we can just wait until 2021. You have the resources to support yourself and your friends.,29,3.82966035,46.04689574
5,well if they do not believe you as well you might really need to rethink your friendships and the meaning in those so called freind ships.,"hopefully soon for all of us, but hold on to the thought of being healthy",So you have no friends to talk to and they are jealous of you.,18,3.396377352,29.85574703
5,"Well, I usually go to their get-togethers. Both of my friends are well-to-do.",I am hoping you will find the right solution.,yes. I know it is a hard situation to be in.,11,2.406180642,11.09151767
5,Thank you. Good bye.,thanks I wish you all the luck and health,bye. I am here to help. I hope you have a good day!,10,2.698945427,14.86404823
5,thanks I wish you all the luck and health,good bye,You too! Bye. Bye. You are welcome.,3,2.536201636,12.63160032
5,Happy Holidays.,same,You too! Bye! Have a good day!,2,5.257769108,192.0525645
5,same,you need to end the chat,You too! Have a good night. Bye!,7,2.115418843,8.293058527
6,how are you today?,"Hello, how are you feeling today?",how may i help you? : ) what is something you would like to talk about today? i am happy to help you,9,0.89717155,2.452656077
6,*to do,I'm sorry to hear that! I think that would make most people feel upset.,"I can understand that, do you want to talk about it?",18,1.999942144,7.388628608
6,i'm not really sure what i'm doing wrong,"Ah, that was my next question. Sometimes things are happening out of our control, though.",I know that feeling. I've done this myself before. I can understand how you feel.,20,3.263855743,26.15017136
6,what can i do though?,Have you thought of asking your boss or supervisor if there's anything going on?,i think you should do something to get you out of your comfort zone,17,2.225540161,9.258482526
6,hrm. i could do that! they are hard to get a hold of though,Of course! That sounds frustrating to not know why it's happening and not have the opportunity to ask.,I think it would be good to ask your boss for support.,22,2.923502835,18.60634842
6,yes...hrm. that may work. how can i stop being depressed all the time though.,I've also had bosses that are infrequently in the office and make getting good information hard,I would suggest trying to talk to your manager or your boss about it.,19,4.085835507,59.49162266
6,how did you fix the issue? i work at home and its like just trying to reach out - they are always busy,"I think your feelings are normal, but if I were you, I might try to remember that the decisions of others aren't always a reflection of us or how we're performing.",I can understand that. Do you have any other friends that are close to you?,37,3.030924617,20.71637844
6,this whole covid thing has me scrambling to talk to a live person,I can imagine!,I would say to your boss that you have a hard time getting a hold on yourself and that you are working hard to support yourself and your partner.,5,2.310347939,10.07793055
6,"ok, so just keep pushing and getting good work done?","I was in a physical office when I had this problem, but the boss rotated between offices. It was hard to wait, but I just kept my head down until the next time she was available.","yes, that's what I did for my company, then we had a bunch of meetings and talked about how we were doing all the work to make sure we were understanding and communicating.",41,3.17119096,23.835855
6,"I was in a physical office when I had this problem, but the boss rotated between offices. It was hard to wait, but I just kept my head down until the next time she was available.",That's what I did.,"i had this happen once, and i kept trying to get better. i eventually got it out",7,2.142647879,8.521972937
6,thank you. i'll give it a shot,"I think reminding yourself that if there was a problem with your work they would be seeking YOU out, and not the other way around.",That is a good idea! Do you have any friends who are close to you that you could talk to?,28,3.026732309,20.6297108
6,hrm...that's a good point! i hadn't thought of it that way,"Hopefully that mindset can help you stay positive until you have the chance to speak with them, instead of worrying about what you've done wrong.",do you have other coworkers who would be able to help you?,29,2.57734838,13.16219072
6,"Hopefully that mindset can help you stay positive until you have the chance to speak with them, instead of worrying about what you've done wrong.",That anxiety feels like what is keeping you down?,you're welcome. i hope it all works out for you.,11,4.424198151,83.44586937
6,well...i hope you have a wonderful night! thank you for all your help!,I really hope that helps keep you afloat until you can get some real answers. Worrying about what-ifs is harder than just knowing what's goiong on!,you're welcome! i hope you can get back to your work soon,37,3.979124739,53.47021337
6,yes i agree,I hope you feel better soon and are able to clear it up!,I hope that you can feel better soon! I hope you can find some relief in the future.,15,2.101330312,8.177040696
6,"thank you for your help! me too. i'll try what you have suggested and see if that doesn't work out well. who knows, maybe it just my project that i'm on.",Have a good night!,that's a great idea! it's a good way to keep you in check.,6,1.288524151,3.627429065
7,I'm feeling pretty good right now.,Is there anything you'd like to talk to me about?,Can you tell me more about it? What's going on?,13,0.709010784,2.031980198
7,I have a friend who knew me since I was little. She is a little older than me. She still treat me like I'm still little. I tried to explain to her that I'm a grown woman and I grew out of lot of things when I was a kid.,Is she listening to you? I know how it feels to be patronised by people who are older.,I can understand that. I can understand why you're concerned about her and it is a big deal.,22,2.670296582,14.44425247
7,She still didn't get it. I want our relationship to move further but with her like this. I feel sad. Is there anything I can do?,"Well, if she is not listening to you when you try to talk to her you have to ask yourself whether the relationship is really worth it?",I understand. Is it possible that you could ask her to talk with you about the relationship?,30,2.275819397,9.735893307
7,That's true. I didn't think about it. Should I approach her and talk about it before?,"Yes, I think it's always worth fighting for a friendship but there does come a point when it stops being at all viable.",What would you like to discuss? Do you think that she may be interested in you?,27,2.970160025,19.49503904
7,"Yeah, that's definitely true. I know she is a good person. So I would give her a chance and we can talk about it before.","Does she have younger siblings? I am the eldest of four and I sometimes, even at age forty five, find myself trying to tell them what to do",It sounds like you are very concerned about your relationship with her.,32,3.485270977,32.63126824
7,She have a younger brother that is 9 years younger. She used to be only child for a while before her brother was born.,It could be the cause of her behaviour.,It sounds like you are trying to encourage her to do things that are really important to you.,10,2.706243706,14.97292703
7,"Maybe that's why. She have different personality than me. She is more into logical thinking and she love people and has bubbly personality. While I'm emotional but are social butterfly and after a while, I would need a break from people.",How much would it hurt you to end the friendship? Do you think you could make other friends and survive it or is it worth fighting for?,I would suggest that you are trying to make a commitment to your own mental health.,30,2.87996165,17.81359001
7,"To be honest, there are some times when she made me cry or mad when I get home. I think that over the time and the more older I get, the more I would knowledge my relationship with her.",I know that I don't know her but to be honest it does sound to me like your friendship is a bit toxic.,I can understand how you feel. I also know that there are times when it can be difficult to talk to someone about how you are feeling and how you value them.,26,2.39772826,10.99816301
7,I do have other friends that I could purse the relationship farther. I think I just felt bad that I known her for years and she is a good person. It's just not what I need right now.,Sometimes we really just have to let things go. I know it's hard but it will probably good for your mental health.,You should keep trying and keep yourself busy. You will come out stronger.,26,2.498290429,12.16168491
7,Sometimes we really just have to let things go. I know it's hard but it will probably good for your mental health.,I hope that I have been able to help you today! It's a difficult situation for sure.,Do you think that you could also consider talking to your friends about it?,21,1.554998489,4.735079369
7,"Yeah, thank you! You certainly helped me.",Have a great rest of day :),You are welcome! I hope I have made you feel better.,8,1.900863409,6.691669597
7,You too! Stay safe and healthy!,(can you press quit from your end; I am not allowed to do it from mine. Cheers!),You as well! Take care and take care!,23,3.606889808,36.85125989
8,How about you?,Very little to complain about today. What brings you here?,"I am doing well. How about you, as well?",13,2.762390137,15.8376519
8,Just want to talk some random stuff basically just want a companion,How's the weather where you are?,I understand. I am very sorry to hear that. What sort of things have you been doing? Is there anything that is making you sad?,9,1.756058905,5.789575106
8,"Still pretty cold and dry in here, how about there?",Exactly the same. What are you doing to stay warm?,I am here to listen. I am happy to listen and to help.,13,2.493292002,12.10104729
8,"I don't really know what to do anymore, I am just lazy on everything","Well you're resourceful at staying warm, at least. You mentioned wanting a companion, are you living alone?",I am so sorry to hear that. I am sure you will be fine!,24,3.072979609,21.60618485
8,not really I'm living with my family but I don't really talk to them anymore I'm just in my room all day.,"Is it the stress of the pandemic getting to you & your family, or something else?",So you don't have a family? Have you tried calling them?,20,2.701683426,14.90480175
8,It's something else,Can you share?,"I understand. I am also on the same boat, but I can relate to the stress, but also have a great time.",5,2.598103714,13.43823113
8,Just a fight from years ago and I decided to not talk to them anymore.,"That's completely your decision, but it can bring us down at times. What are you doing to stay positive during these crazy times in the world?",What sort of things are you having trouble with?,31,2.794664444,16.3571391
8,"That's completely your decision, but it can bring us down at times. What are you doing to stay positive during these crazy times in the world?","I know you mentioned feeling lazy. Sometimes I make a list of things in the morning that I want to accomplish. Even if I get one done, it's a win. :-)","I know it's tough for you, but you have to be strong.",37,3.139084275,23.08271975
8,"I know, I should find a productive hobby",A hobby could be another outlet for you in addition to talking to your friends online. You don't have to put too much pressure on yourself for it to be productive. What hobby ideas do you have?,I have found that the best way to make things work is to keep doing it for a while. That's my goal.,42,2.382930211,10.83660994
8,"Like painting or learn new skills online like coding, anything that can improve my human capital","What a great idea about learning new skills. It would be a great investment of your time, as well as improve your human capital. Win-win. Can you make a plan to research some places where you can sign-up for a coding class? Maybe research the next few days, and commit to starting in the nest 2-3 weeks? You would also meet others like yourself online also trying to learn a new skill.",I'm glad I could be of some help. I'm sure you will find something that you enjoy doing.,45,3.278039551,26.52372328
8,"I have a book, I mostly research in online if I can't understand it fully or watch youtube tutorials",Then you already have a plan. I like it. It's good to have something to focus on. When is your goal to finish the book?,I think that's a great option. I think you'd make a good fit for your new career. It might be a good idea to set aside some time to learn new things you enjoy.,31,2.485143846,12.00284669
8,"A month maybe, idk depends on how much I can handle it",I know you can handle it. You speak very well and I just think you need a touch of motivation. We all do!,"Well, I would suggest that you start looking into online courses that can help you study and make sure you know how to study. I would recommend doing a little bit of online and reviewing a few online courses.",27,3.040987368,20.9258946
